Draw,Date,Weekday,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
15/050,2015-04-30,Thursday,6,8,30,34,36,42,12,"8,36",2,4,0,6,2,0,1,2,1,1,43829100,1.5,1934820,110.5,70030,370.5,9600,5932.9,640,10525.3,320,109965.6,40,67374811
15/049,2015-04-28,Tuesday,1,8,28,31,36,45,9,36,2,4,3,3,2,0,1,2,1,0,0,3,868620,96,72380,315.9,9600,5351.2,640,10265.9,320,100122.4,40,60811257
15/048,2015-04-25,Saturday,12,19,21,24,36,49,23,36,4,2,3,3,0,2,2,1,1,0,0,0,0,68.5,87200,152,9600,3684.9,640,4867.5,320,66553.1,40,45272566
15/047,2015-04-23,Thursday,3,4,7,8,26,36,31,3,4,2,2,4,4,0,1,1,0,0.5,18344930,2.5,813170,213.5,25390,300.7,9600,8952,640,7676.3,320,131726,40,57842053
15/046,2015-04-21,Tuesday,3,13,20,24,43,48,49,,4,2,3,3,1,2,1,0,2,0,0,3.5,741840,72,96160,225.5,9600,4077.5,640,7200.5,320,78786.9,40,54169599
15/045,2015-04-18,Saturday,12,17,29,31,41,47,38,,2,4,5,1,0,2,1,1,2,0,0,1,1994450,81.5,65250,172.5,9600,3905.5,640,4621.1,320,66517,40,42419139
15/044,2015-04-16,Thursday,1,3,5,20,35,39,28,35,4,2,5,1,3,1,0,2,0,0,0,1,1787110,73.7,64660,177,9600,4022.2,640,5700,320,72300.6,40,40892357
15/043,2015-04-14,Tuesday,30,31,35,40,42,48,6,42,0,6,2,4,0,0,1,3,2,0.5,11457040,3.5,726650,73.5,92270,171.5,9600,3406.2,640,4495.2,320,65557.1,40,49109666
15/042,2015-04-11,Saturday,6,17,18,19,20,42,25,,5,1,2,4,1,4,0,0,1,0,0,2,835640,56.5,78880,126,9600,3470.7,640,4187.6,320,59001.5,40,35879353
15/041,2015-04-09,Thursday,10,11,31,34,37,38,14,,2,4,3,3,1,1,0,4,0,0.5,10270360,1,2133010,66.5,85530,200.5,9600,4186.4,640,5713.8,320,75898.5,40,46472061
15/040,2015-04-06,Monday,21,24,26,42,43,46,4,26,2,4,2,4,0,0,3,0,3,0,0,2,799400,37,115220,94,9600,1751,640,2635.7,320,34377,40,29545139
15/039,2015-04-04,Saturday,9,12,26,29,44,45,19,12,2,4,3,3,1,1,2,0,2,0,0,0,0,45,79720,126,9600,2221,640,3830.4,320,43353.1,40,28604606
15/038,2015-04-02,Thursday,4,12,20,37,42,47,35,,3,3,2,4,1,2,0,1,2,1,12640270,2,907350,71.5,67680,145.5,9600,2967,640,3635,320,56479,40,37060391
15/037,2015-03-31,Tuesday,2,5,10,27,36,46,7,,3,3,2,4,3,0,1,1,1,0.5,7196150,3,549840,68,64680,265.5,9600,4117,640,7575.8,320,74922.9,40,42017289
15/036,2015-03-28,Saturday,6,11,16,29,30,37,34,"6,16",3,3,3,3,1,2,2,1,0,0,0,0,0,46.5,82790,101.5,9600,2644,640,2835.4,320,50517.5,40,29946620
15/035,2015-03-26,Thursday,2,6,9,16,39,49,29,2,4,2,3,3,3,1,0,1,1,1.5,13123390,6,216530,142,24390,820.8,9600,5776.8,640,11445.6,320,93537.2,40,44064334
15/034,2015-03-24,Tuesday,2,5,13,37,42,44,27,,3,3,3,3,2,1,0,1,2,0,0,0,0,43,120730,111,9600,2473.7,640,3845.6,320,50074,40,37305842
15/033,2015-03-22,Sunday,7,26,30,33,34,38,5,30,1,5,2,4,1,0,2,3,0,0,0,3,559450,42,106560,128,9600,2653.3,640,3647,320,52150.1,40,34214267
15/032,2015-03-19,Thursday,12,15,17,30,31,43,46,,3,3,4,2,0,3,1,1,1,1,8000000,0,0,51,86130,104,9600,2442.7,640,2732.5,320,48684.7,40,32319540
15/031,2015-03-17,Tuesday,1,5,11,23,34,47,14,,4,2,5,1,2,1,1,1,1,1,8000000,1,1617190,50,86250,126.5,9600,3396.6,640,4269.5,320,62902,40,35403876
15/030,2015-03-14,Saturday,4,21,25,29,32,37,27,"25,37",2,4,4,2,1,0,3,2,0,1,8000000,2.5,656130,39.5,110740,121.5,9600,2039,640,3726.3,320,41020.4,40,32077271
15/029,2015-03-12,Thursday,14,17,23,24,25,37,34,,4,2,4,2,0,2,3,1,0,2,4000000,3,465330,50.5,73710,209,9600,3196.8,640,4404.6,320,57375.5,40,33303545
15/028,2015-03-10,Tuesday,1,18,22,27,45,48,25,,3,3,3,3,1,1,2,0,2,1.5,13685490,1,2191520,88.5,66030,214,9600,4419.9,640,6281.4,320,85310.8,40,48816206
15/027,2015-03-07,Saturday,6,8,12,16,32,49,37,6,4,2,1,5,2,2,0,1,1,0,0,0.5,850520,77.5,58530,148,9600,4143.9,640,3936.9,320,74992.3,40,38507955
15/026,2015-03-05,Thursday,2,6,10,20,38,40,46,,4,2,0,6,3,1,0,2,0,0,0,3,489790,101.5,38600,134.5,9600,4434.9,640,3355.5,320,67185.4,40,34547106
15/025,2015-03-03,Tuesday,13,17,25,27,46,49,19,25,2,4,5,1,0,2,2,0,2,1,17232210,2,1150580,51,120320,175,9600,4017,640,5106.7,320,75474.8,40,47708279
15/024,2015-02-28,Saturday,6,9,23,25,41,43,38,25,3,3,5,1,2,0,2,0,2,0,0,0.5,904095,56,86100,129.5,9600,3230.2,640,4519.7,320,62057.3,40,37936961
15/023,2015-02-26,Thursday,10,12,20,22,25,33,27,33,4,2,2,4,1,2,2,1,0,0.5,4000000,1,1495570,74.5,53530,157.5,9600,4133.1,640,4728.3,320,68945.3,40,35897466
15/022,2015-02-24,Tuesday,17,18,28,32,33,48,37,28,2,4,2,4,0,2,1,2,1,1.5,39879610,4,1030960,263,41810,525,9600,12608.1,640,12974.1,320,197983.6,40,102577388
15/021,2015-02-22,Sunday,15,20,28,29,42,46,35,"28,46",2,4,2,4,0,2,2,0,2,0,0,7,830840,189.5,81840,472,9600,9277.4,640,12337.2,320,168462.6,40,118079100
15/020,2015-02-17,Tuesday,14,22,28,33,44,46,25,,2,4,1,5,0,1,2,1,2,0,0,2.5,935550,65,95950,137,9600,3938.5,640,4419.2,320,71648.9,40,46760301
15/019,2015-02-14,Saturday,2,10,12,21,25,35,26,10,4,2,3,3,2,1,2,1,0,0,0,1,1384980,79,46750,162.7,9600,3480.1,640,4456.6,320,60197,40,32906586
15/018,2015-02-12,Thursday,7,9,10,14,22,31,35,,5,1,3,3,3,1,1,1,0,1,35051820,1,2096130,243.5,22950,285.5,9600,9064.9,640,7130.3,320,123753,40,57649011
15/017,2015-02-10,Tuesday,2,17,23,30,34,41,14,17,3,3,3,3,1,1,2,1,1,0,0,1.5,1762750,66.5,106030,187.5,9600,3279.4,640,4859.6,320,68198.8,40,51023695
15/016,2015-02-08,Sunday,5,7,17,18,27,48,30,"17,18",4,2,4,2,2,2,1,0,1,0.5,20831005,2,1420720,173.5,43670,298,9600,8861.2,640,8002,320,134429.6,40,69048674
15/015,2015-02-05,Thursday,13,16,17,18,22,45,10,,5,1,3,3,0,4,1,0,1,0,0,1,2601790,71.5,97030,225.5,9600,4688.9,640,6155.1,320,83522.6,40,54698085
15/014,2015-02-03,Tuesday,11,34,36,43,47,49,21,47,1,5,4,2,0,1,0,2,3,0,0,2.5,1014010,75.5,89530,203.5,9600,4258.5,640,5388,320,78735.3,40,52081993
15/013,2015-01-31,Saturday,5,7,14,17,46,47,27,46,4,2,4,2,2,2,0,0,2,0,0,0.5,645650,51.5,66860,481.5,9600,3433,640,10041.1,320,64967.6,40,40910216
15/012,2015-01-29,Thursday,6,15,25,29,32,46,9,,2,4,3,3,1,1,2,1,1,0,0,2.5,694340,54.5,84930,189,9600,2677.6,640,5735.9,320,53885,40,37474008
15/011,2015-01-27,Tuesday,4,5,10,13,28,35,12,,4,2,3,3,3,1,1,1,0,0,0,3,397300,75.5,42090,278,9600,3741.1,640,6765.1,320,62929.7,40,34216992
15/010,2015-01-24,Saturday,17,18,20,26,31,32,6,,3,3,2,4,0,3,1,2,0,1.5,8319880,3.5,426650,88.5,44990,246.5,9600,3279,640,5981.4,320,57025.1,40,36295869
15/009,2015-01-22,Thursday,8,16,21,30,42,46,32,,3,3,1,5,1,1,2,0,2,0,0,3,517500,40.5,102220,141.5,9600,2382.4,640,3309,320,44944.9,40,31691957
15/008,2015-01-20,Tuesday,5,7,9,13,15,29,47,15,5,1,6,0,3,2,1,0,0,1,28064260,1.5,1414020,187.2,30210,198.5,9600,8326.6,640,6340,320,118679,40,54721001
15/007,2015-01-17,Saturday,14,15,16,25,27,30,11,14,3,3,3,3,0,3,3,0,0,0,0,2.5,836680,81.5,68440,160.5,9600,3824.9,640,5501,320,68108.7,40,44069021
15/006,2015-01-15,Thursday,1,2,14,37,43,49,24,"37,43",3,3,4,2,2,1,0,1,2,0,0,1,1894680,46,109830,147.5,9600,3398,640,4757.9,320,66379.3,40,40090489
15/005,2015-01-13,Tuesday,16,21,27,37,40,43,14,"21,40",2,4,4,2,0,1,2,2,1,0,0,0,0,43,108030,94.5,9600,1906,640,2716,320,38525.2,40,32035107
15/004,2015-01-11,Sunday,10,21,24,33,40,47,5,,3,3,3,3,1,0,2,2,1,1,14179430,1,2059810,68,80770,154.5,9600,3259.9,640,4327,320,60151,40,41574820
15/003,2015-01-08,Thursday,8,18,19,28,37,44,13,18,3,3,2,4,1,2,1,1,1,0,0,1.5,952240,45.5,83710,145.5,9600,3386.8,640,4398.2,320,60441.3,40,33062422
15/002,2015-01-06,Tuesday,3,14,16,18,38,49,29,,4,2,2,4,1,3,0,1,1,3,22725350,2,2337530,225.5,55280,506.5,9600,12094.9,640,14312.6,320,198018.5,40,109913789
15/001,2015-01-03,Saturday,8,15,31,35,42,44,39,,2,4,3,3,1,1,0,2,2,0,0,7.5,717810,167,85960,437,9600,8690.9,640,11358.2,320,166109,40,110142321
14/152,2014-12-31,Wednesday,10,19,25,32,33,37,27,"25,33",2,4,4,2,1,1,1,3,0,0,0,1,2492800,83,80090,195.2,9600,4271.4,640,5595.3,320,78315.8,40,51468624
14/151,2014-12-29,Monday,1,25,30,33,39,40,7,,1,5,4,2,1,0,2,3,0,0,0,2.5,546660,63,57840,188,9600,3048,640,5181.2,320,55191.4,40,32654367
14/150,2014-12-27,Saturday,14,15,28,31,32,48,40,,2,4,2,4,0,2,1,2,1,0,0,0.5,928850,51,97130,116,9600,2870.2,640,3436.7,320,55299.9,40,36799713
14/149,2014-12-25,Thursday,12,19,24,43,46,47,30,"12,47",3,3,3,3,0,2,1,0,3,0.5,9741645,2,993890,40,132510,121.5,9600,2454.5,640,3018,320,49722.4,40,37508283
14/148,2014-12-23,Tuesday,1,4,12,14,35,47,33,,4,2,3,3,2,2,0,1,1,0,0,0.5,788560,71,59230,168.5,9600,4025.6,640,4958,320,72488.9,40,37470601
14/147,2014-12-21,Sunday,2,25,30,36,37,43,22,25,1,5,3,3,1,0,2,2,1,0,0,1.5,1077170,37,116450,144,9600,2131,640,3600.9,320,41759.4,40,32233284
14/146,2014-12-18,Thursday,6,8,10,21,25,29,33,,4,2,3,3,3,0,3,0,0,1,20371440,2,813530,131.5,32990,198,9600,5859.2,640,5803.6,320,89346.5,40,42595494
14/145,2014-12-16,Tuesday,1,7,14,31,34,42,16,14,3,3,3,3,2,1,0,2,1,0,0,1,2000990,59.5,89680,119.5,9600,3381.7,640,4244.2,320,64954.1,40,40605674
14/144,2014-12-13,Saturday,12,14,17,20,40,48,19,,4,2,1,5,0,4,0,1,1,0,0,0,0,31,127930,112.5,9600,2310,640,3387.6,320,45492.5,40,30292619
14/143,2014-12-11,Thursday,1,7,13,32,35,39,31,13,3,3,5,1,2,1,0,3,0,1,8000000,0.5,736645,49.5,79360,144,9600,2383.9,640,3788.1,320,47069,40,31104410
14/142,2014-12-09,Tuesday,3,4,13,29,31,41,46,,3,3,5,1,2,1,1,1,1,1,22273570,2,1178220,97.5,64440,132.5,9600,4308.7,640,4180.5,320,77125.9,40,47621637
14/141,2014-12-06,Saturday,17,18,21,25,40,48,16,,3,3,3,3,0,2,2,1,1,0,0,1,1911910,35,145660,121.5,9600,2683,640,3786.1,320,54240.7,40,37539604
14/140,2014-12-04,Thursday,1,8,20,27,33,36,35,"1,27",3,3,3,3,2,1,1,2,0,0,0,0,0,55.4,70680,118,9600,2835.3,640,3273.2,320,55106.9,40,31402586
14/139,2014-12-02,Tuesday,1,4,13,27,47,49,33,,3,3,5,1,2,1,1,0,2,1,14195900,5,329010,83.5,52530,214,9600,4922,640,5050.4,320,84278.1,40,41191959
14/138,2014-11-29,Saturday,7,26,29,32,33,37,31,,1,5,4,2,1,0,2,3,0,0,0,0,0,65,51710,160,9600,2998.2,640,4097.8,320,52654.5,40,29829284
14/137,2014-11-27,Thursday,2,20,22,30,40,45,44,,3,3,1,5,1,1,2,1,1,1,56474290,4,869350,209.5,44260,366,9600,8556.3,640,7879.5,320,130068,40,78128337
14/136,2014-11-25,Tuesday,6,35,41,42,44,47,19,,1,5,3,3,1,0,0,1,4,0,0,0,0,77.5,108750,204.5,9600,4601,640,5759.6,320,82359.8,40,61484064
14/135,2014-11-22,Saturday,2,12,17,27,32,33,44,33,3,3,3,3,1,2,1,2,0,0,0,2.5,932120,84,73970,228,9600,4273.1,640,4813.5,320,78145.2,40,49373270
14/134,2014-11-20,Thursday,8,16,19,33,35,46,12,,3,3,3,3,1,2,0,2,1,0,0,2.5,909340,74.5,81370,147.5,9600,3616.1,640,5134.9,320,67005.9,40,45756162
14/133,2014-11-18,Tuesday,2,6,17,24,37,49,46,,4,2,3,3,2,1,1,1,1,0,0,1,2031270,75.5,71740,117,9600,3601.7,640,3889,320,70809,40,41456080
14/132,2014-11-16,Sunday,7,15,32,33,34,43,10,,2,4,4,2,1,1,0,3,1,0,0,4,457830,128,38150,160.5,9600,3593.3,640,4251.8,320,59337.8,40,38872246
14/131,2014-11-13,Thursday,21,36,41,42,46,49,6,49,1,5,3,3,0,0,1,1,4,0,0,2.5,654880,42,103950,108.5,9600,2277.5,640,3837,320,42437,40,32257002
14/130,2014-11-11,Tuesday,3,5,9,19,48,49,26,,4,2,5,1,3,1,0,0,2,1,10474490,2.5,329930,251,19200,320,9600,8798.9,640,7169.6,320,108068.6,40,41303033
14/129,2014-11-08,Saturday,7,8,15,32,34,39,43,,3,3,3,3,2,1,0,3,0,0,0,3,431560,57,60560,159.5,9600,3104.1,640,3530.9,320,55175.8,40,30258501
14/128,2014-11-06,Thursday,4,10,12,14,29,48,3,29,4,2,1,5,2,2,1,0,1,2,14727540,2,979720,92.5,56480,305.5,9600,5684,640,8130.4,320,95100.2,40,50613303
14/127,2014-11-04,Tuesday,16,23,29,30,37,38,33,,2,4,3,3,0,1,3,2,0,0,0,0.5,1178475,70.5,89150,200.5,9600,3818.5,640,5549.4,320,70147.6,40,48550821
14/126,2014-11-01,Saturday,9,10,11,20,26,44,31,,4,2,2,4,2,2,1,0,1,0,0,2.5,591060,94.5,41690,215.5,9600,5017.7,640,5740.4,320,82957,40,39371744
14/125,2014-10-30,Thursday,3,19,29,36,47,49,33,47,2,4,5,1,1,1,1,1,2,0,0,1,1692950,55.5,81340,143.5,9600,3283.5,640,4149.6,320,62180.4,40,36475473
14/124,2014-10-28,Tuesday,16,26,30,37,43,47,31,43,1,5,3,3,0,1,2,1,2,0.5,4000000,0,0,30,161380,121.5,9600,2329,640,3437.6,320,44470.9,40,34882486
14/123,2014-10-25,Saturday,1,13,39,40,41,43,18,41,2,4,5,1,1,1,0,2,2,1,39883260,1,2708070,86.5,83480,154,9600,4389.5,640,5129.6,320,78601.6,40,53541786
14/122,2014-10-23,Thursday,11,14,28,29,37,41,19,29,2,4,4,2,0,2,2,1,1,0,0,4,614460,78.5,83490,217,9600,4417,640,5890.6,320,79370,40,51807582
14/121,2014-10-21,Tuesday,6,9,17,18,29,34,42,,4,2,3,3,2,2,1,1,0,0.5,24385505,1.5,1945250,131,59390,275,9600,7507,640,7642.7,320,125829.5,40,67221780
14/120,2014-10-18,Saturday,12,19,22,36,40,47,25,,3,3,2,4,0,2,1,2,1,0,0,1.5,1803000,76.5,94270,215.5,9600,5669.5,640,6264,320,89209.1,40,57561889
14/119,2014-10-16,Thursday,4,9,34,39,48,49,18,,2,4,3,3,2,0,0,2,2,0.5,31903820,8.5,335180,304,24990,481.5,9600,11798.5,640,12113.7,320,166709.6,40,80722958
14/118,2014-10-14,Tuesday,1,5,8,17,20,37,33,37,5,1,4,2,3,2,0,1,0,0,0,3.5,991320,160.5,57640,275.5,9600,7903.7,640,8804.4,320,139058.2,40,76854443
14/117,2014-10-11,Saturday,26,29,34,35,37,47,8,,0,6,4,2,0,0,2,3,1,0,0,4.5,700820,79.5,105780,196,9600,4630,640,6332.5,320,88444.2,40,62061064
14/116,2014-10-09,Thursday,2,12,14,23,40,46,39,12,4,2,1,5,1,2,1,1,1,0,0,1,2955380,62,127110,184,9600,3775.4,640,5164.1,320,76653.1,40,56578669
14/115,2014-10-07,Tuesday,12,13,26,33,42,49,48,,2,4,3,3,0,2,1,1,2,0,0,3,769360,73,84310,325.5,9600,4317.1,640,8065,320,81608.4,40,53040922
14/114,2014-10-04,Saturday,5,14,22,24,27,45,8,24,4,2,3,3,1,1,3,0,1,0,0,1.5,1242830,73.5,67630,220,9600,3476.4,640,5900,320,65926.3,40,41702744
14/113,2014-10-02,Thursday,4,10,24,29,33,35,7,10,3,3,3,3,2,0,2,2,0,0,0,1,1727540,39,118120,150,9600,2578.7,640,4922.4,320,53195.2,40,36017384
14/112,2014-09-30,Tuesday,10,16,20,39,45,46,47,10,3,3,2,4,1,2,0,1,2,0,0,0.5,824625,42.5,103480,117.5,9600,2045,640,3086,320,39762.7,40,31661651
14/111,2014-09-28,Sunday,6,10,12,26,28,35,24,,3,3,1,5,2,1,2,1,0,7,8279690,3.5,771960,234,38480,480,9600,9565.1,640,12240.2,320,157854.4,40,84635761
14/110,2014-09-25,Thursday,3,19,42,44,48,49,38,,2,4,3,3,1,1,0,0,4,0,0,3,1065770,106,80430,278,9600,6136.5,640,7935.5,320,108346.3,40,68320291
14/109,2014-09-23,Tuesday,12,13,20,28,41,43,23,,3,3,3,3,0,3,1,0,2,0,0,3.5,917400,78,109770,238.5,9600,4346.4,640,7485,320,88137.3,40,63917161
14/108,2014-09-20,Saturday,3,16,32,38,40,48,27,16,2,4,1,5,1,1,0,3,1,0,0,0,0,69,97630,155.5,9600,3904.6,640,4827.1,320,68163.4,40,49573696
14/107,2014-09-18,Thursday,6,16,20,25,27,45,29,,3,3,3,3,1,2,2,0,1,0,0,0,0,57,94530,135,9600,3533.3,640,4655.2,320,69974.1,40,41943261
14/106,2014-09-16,Tuesday,4,15,17,22,34,43,35,43,4,2,3,3,1,2,1,1,1,0,0,0,0,47,98610,94.5,9600,2745.5,640,3390.4,320,50949.1,40,34297976
14/105,2014-09-13,Saturday,3,12,40,43,48,49,32,,2,4,3,3,1,1,0,1,3,2,82246250,9.5,1797010,483.5,94150,1269.5,9600,27777,640,37414.7,320,528564.9,40,348420150
14/104,2014-09-09,Tuesday,7,25,27,36,39,42,31,36,1,5,4,2,1,0,2,2,1,0,0,10.5,1045580,370,79120,1169.2,9600,20142.2,640,29046.8,320,371654,40,238344532
14/103,2014-09-04,Thursday,11,14,34,36,43,46,1,43,2,4,2,4,0,2,0,2,2,0,0,6.5,1043150,197,91780,484,9600,10756.5,640,15214.5,320,201217.1,40,137263254
14/102,2014-09-02,Tuesday,26,28,37,43,45,47,25,,0,6,4,2,0,0,2,1,3,0,0,2,980180,81.5,64140,294,9600,3440.2,640,4724.5,320,61955.8,40,43288786
14/101,2014-08-30,Saturday,15,18,24,27,39,49,6,"24,27",3,3,4,2,0,2,2,1,1,0.5,13572310,2,1081370,71,81220,201.5,9600,3203.4,640,5253.6,320,61548.8,40,44392511
14/100,2014-08-28,Thursday,11,17,24,27,31,38,49,,3,3,4,2,0,2,2,2,0,0.5,19456760,0.5,1199635,109,58690,210,9600,5743.9,640,6091.5,320,95483.4,40,53773752
14/099,2014-08-26,Tuesday,25,29,32,33,37,44,47,32,0,6,4,2,0,0,2,3,1,0,0,1,2682900,75,95390,178,9600,3594.5,640,5076.5,320,69545.4,40,51982500
14/098,2014-08-23,Saturday,4,12,14,24,32,38,13,14,4,2,0,6,1,2,1,2,0,0,0,2,450140,480,19200,181.2,9600,5011.3,640,5115.3,320,74943.6,40,43826314
14/097,2014-08-21,Thursday,10,14,26,29,30,31,18,,2,4,2,4,1,1,3,1,0,0,0,3.5,554700,90.5,57200,158,9600,3892.9,640,4843.8,320,69252.5,40,41762062
14/096,2014-08-19,Tuesday,2,5,27,32,42,46,16,"27,42,46",2,4,2,4,2,0,1,1,2,0,0,4,497780,44.5,119310,136,9600,2868.5,640,4028.1,320,55061.4,40,39296442
14/095,2014-08-16,Saturday,23,26,27,37,42,46,15,23,1,5,3,3,0,0,3,1,2,0.5,9168265,2,1015730,36,150470,108,9600,2519,640,3819,320,48694,40,38335971
14/094,2014-08-14,Thursday,4,8,14,23,48,49,11,,4,2,2,4,2,1,1,0,2,0.5,12242100,6,249320,162.5,24540,286,9600,6666.5,640,6928.6,320,91717.3,40,44180085
14/093,2014-08-12,Tuesday,7,9,27,31,36,39,32,"9,31",2,4,5,1,2,0,1,3,0,0,0,1,1965010,82.5,63510,154.5,9600,4484.9,640,4706.2,320,79959.3,40,43432605
14/092,2014-08-09,Saturday,1,9,15,31,33,41,37,31,3,3,6,0,2,1,0,2,1,0,0,5,297240,74,53550,159,9600,4372.4,640,4793,320,73694.8,40,36471190
14/091,2014-08-07,Thursday,5,14,31,32,36,46,11,5,2,4,2,4,1,1,0,3,1,0,0,0,0,39.5,110890,106,9600,2133.5,640,3236.6,320,41693.9,40,31704781
14/090,2014-08-05,Tuesday,5,7,8,18,24,29,14,,5,1,3,3,3,1,2,0,0,1,8000000,5,143500,201,19200,291,9600,7666.2,640,6281.1,320,97233.8,40,34235446
14/089,2014-08-02,Saturday,3,22,23,26,42,48,28,"22,48",3,3,2,4,1,0,3,0,2,1,9514470,0.5,824770,30.5,144220,139,9600,2479,640,4456.4,320,50302.5,40,34155016
14/088,2014-07-31,Thursday,12,22,27,35,44,48,38,,2,4,2,4,0,1,2,1,2,0.5,4565830,1,1710550,56,81450,117,9600,2773,640,3902.5,320,51494.7,40,34700090
14/087,2014-07-29,Tuesday,11,13,15,31,37,47,19,15,3,3,6,0,0,3,0,2,1,0.5,4000000,1,1670240,60.5,73610,138.2,9600,2510.5,640,3669.7,320,49066,40,33901192
14/086,2014-07-26,Saturday,1,4,15,17,36,42,40,"4,36",4,2,3,3,2,2,0,1,1,1,22702840,1,2079580,68.5,80950,137.5,9600,3211.5,640,3931.8,320,66252.9,40,41701310
14/085,2014-07-24,Thursday,4,5,21,31,36,38,14,,3,3,3,3,2,0,1,3,0,0.5,16464085,3,855370,89,76880,225.5,9600,4194.2,640,5752.3,320,82980.9,40,53348951
14/084,2014-07-22,Tuesday,1,3,14,16,24,41,13,"1,41",5,1,3,3,2,2,1,0,1,0.5,25229830,3.5,1186630,121,91530,382.5,9600,6786.1,640,10106.6,320,133664.3,40,87078367
14/083,2014-07-19,Saturday,1,9,30,40,41,48,49,"1,30",2,4,3,3,2,0,1,1,2,0,0,5.5,273040,72,55620,481,9600,3938.4,640,10127.5,320,69233.7,40,44722477
14/082,2014-07-17,Thursday,1,20,28,30,42,43,10,42,2,4,2,4,1,1,2,0,2,0,0,2,936190,47,106230,276.2,9600,2783.4,640,8249.2,320,57674.1,40,42771826
14/081,2014-07-15,Tuesday,2,5,9,32,41,42,44,,3,3,3,3,3,0,0,1,2,0,0,2,1067640,55.5,102590,127.5,9600,3682.7,640,4192.2,320,71984.3,40,43416519
14/080,2014-07-12,Saturday,3,11,13,23,40,49,43,,4,2,5,1,1,2,1,1,1,0,0,3,437390,61.5,56890,278.5,9600,3677.6,640,5722.2,320,66142.5,40,35402185
14/079,2014-07-10,Thursday,1,2,9,17,22,25,8,22,5,1,4,2,3,1,2,0,0,0.5,6540300,10.5,109890,108,28490,549,9600,5218.5,640,11119.3,320,82137.7,40,39134651
14/078,2014-07-08,Tuesday,4,16,22,27,38,39,36,38,3,3,2,4,1,1,2,2,0,0,0,0,0,58,74440,125,9600,3107,640,3670.1,320,55746,40,34174220
14/077,2014-07-05,Saturday,10,14,32,36,37,38,47,"14,37",2,4,1,5,1,1,0,4,0,1,59412520,5,713960,87,109420,229,9600,4785.6,640,6902,320,94700.9,40,69278624
14/076,2014-07-03,Thursday,14,17,34,37,43,48,20,,2,4,3,3,0,2,0,2,2,0,0,1,3550200,131,72260,229.5,9600,6108.5,640,7131.9,320,110768.7,40,71915651
14/075,2014-06-29,Sunday,15,23,26,38,46,47,21,47,2,4,3,3,0,1,2,1,2,0,0,1,2894870,64,120610,156.5,9600,4065.5,640,5305.4,320,77640.2,40,55769521
14/074,2014-06-26,Thursday,2,20,40,42,47,48,28,,2,4,1,5,1,1,0,1,3,0,0,3.5,685830,69,92760,180.5,9600,3499.5,640,4722.2,320,66254.7,40,47628261
14/073,2014-06-24,Tuesday,18,24,25,30,31,35,36,,2,4,3,3,0,1,3,2,0,0,0,2,1144180,62,98420,185.2,9600,3809.3,640,5349.8,320,70254.1,40,47227071
14/072,2014-06-21,Saturday,2,17,37,40,45,49,48,17,2,4,4,2,1,1,0,2,2,0,0,0,0,34.5,141080,158,9600,2183.5,640,4163.5,320,45883.3,40,36026717
14/071,2014-06-19,Thursday,3,17,24,30,31,44,7,3,3,3,3,3,1,1,2,1,1,0,0,4,369080,39.5,99660,150,9600,2313.2,640,4647.8,320,44777.4,40,31508201
14/070,2014-06-17,Tuesday,3,4,15,16,23,45,21,"3,45",5,1,4,2,2,2,1,0,1,2,35820150,5.5,954800,204,68640,458.5,9600,11008,640,13144.1,320,182738.5,40,113767277
14/069,2014-06-12,Thursday,3,18,21,41,44,45,15,44,3,3,4,2,1,1,1,0,3,0,0,6,652680,94,111090,237,9600,5263,640,7619.7,320,105813.7,40,75933311
14/068,2014-06-10,Tuesday,1,30,32,35,37,44,40,44,1,5,3,3,1,0,1,3,1,0,0,1.5,2524090,123.5,81750,221,9600,5404.5,640,6435.4,320,101071.2,40,73000021
14/067,2014-06-07,Saturday,4,8,13,19,44,48,27,,4,2,2,4,2,2,0,0,2,0.5,32779205,2.5,1895900,151.5,83420,396.5,9600,8412.5,640,11430.3,320,157720.9,40,99778571
14/066,2014-06-04,Wednesday,10,11,25,33,40,46,6,,2,4,3,3,1,1,1,2,1,0,0,7.5,428960,153.5,55890,524.5,9600,7308.7,640,12977.8,320,129275.2,40,78900058
14/065,2014-06-02,Monday,3,13,19,20,36,39,15,,4,2,4,2,1,3,0,2,0,0,0,3,833680,90.5,73690,184.5,9600,4472.1,640,5506,320,81591.8,40,51817947
14/064,2014-05-31,Saturday,2,10,28,32,37,47,31,,2,4,2,4,2,0,1,2,1,0.5,34184320,3.5,1304480,178.5,68200,367.5,9600,8668.6,640,10027.5,320,153186.5,40,96037741
14/063,2014-05-29,Thursday,4,14,19,24,26,48,35,,4,2,1,5,1,2,2,0,1,0,0,2.5,1663650,147.5,75190,297,9600,7832.5,640,8530.2,320,136362.7,40,86144548
14/062,2014-05-27,Tuesday,3,10,16,30,34,44,1,30,3,3,1,5,2,1,1,1,1,0,0,4,1016180,126,86020,344.5,9600,7711.2,640,11460.7,320,136418.6,40,87305096
