Draw,Date,Weekday,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
19/070,2019-06-22,Saturday,13,29,30,33,43,47,16,33,1,5,5,1,0,1,2,1,2,0,0,1.5,1508340,81,74480,192.5,9600,4650,640,4940.2,320,77312,40,48282428
19/069,2019-06-20,Thursday,9,11,15,21,25,33,46,,4,2,6,0,1,2,2,1,0,0.5,20655760,3.5,737130,153.7,44760,265,9600,7352.8,640,7527,320,121626.1,40,61897105
19/068,2019-06-18,Tuesday,18,23,26,29,35,48,36,,2,4,3,3,0,1,3,1,1,0,0,4.5,550260,87.5,75460,307,9600,5710,640,7649.8,320,97816,40,57597729
19/067,2019-06-15,Saturday,7,8,17,30,42,44,24,,3,3,2,4,2,1,1,0,2,0,0,1.5,1483980,67.5,87930,205,9600,3948.2,640,6382.5,320,78077.5,40,48088558
19/066,2019-06-13,Thursday,3,6,21,31,33,38,45,21,3,3,4,2,2,0,1,3,0,0,0,2,1020220,73.5,74020,168.5,9600,4404.8,640,4714.5,320,81839.2,40,44754043
19/065,2019-06-11,Tuesday,8,19,20,21,25,37,13,8,4,2,4,2,1,2,2,1,0,0.5,13343770,1,2322390,72.5,85420,192.5,9600,3899.2,640,6645.8,320,77334.8,40,49217420
19/064,2019-06-09,Sunday,3,8,24,27,28,49,44,24,3,3,3,3,2,0,3,0,1,0.5,19720365,1,2761510,125.5,58670,253,9600,6706.3,640,6567.5,320,118417.2,40,62574092
19/063,2019-06-06,Thursday,6,13,21,24,32,47,38,"21,24",4,2,3,3,1,1,2,1,1,0,0,2,1368120,94,77620,228.9,9600,4174.5,640,5983.8,320,81105.5,40,55692553
19/062,2019-06-04,Tuesday,16,21,24,28,37,40,48,,3,3,2,4,0,1,3,2,0,0,0,1.5,1813250,70,103610,167.5,9600,3714.3,640,5312,320,70622.5,40,52658818
19/061,2019-06-01,Saturday,3,13,19,23,35,43,26,,4,2,6,0,1,2,1,1,1,0,0,2.5,386400,252,19200,254.5,9600,10034.8,640,5226.3,320,88176.3,40,43755700
19/060,2019-05-30,Thursday,12,15,16,31,36,46,3,,3,3,2,4,0,3,0,2,1,0,0,1,1630860,118,36850,225.7,9600,5747.5,640,5850.7,320,73142.1,40,41834692
19/059,2019-05-28,Tuesday,22,29,37,42,45,49,47,,1,5,4,2,0,0,2,1,3,0.5,6997150,1.5,1332060,70,76110,263.5,9600,3466.5,640,5972.5,320,63861.6,40,44170262
19/058,2019-05-25,Saturday,12,14,23,30,40,48,1,14,3,3,1,5,0,2,2,1,1,0,0,1,1697140,46,98380,116.5,9600,2370.1,640,3799.8,320,48828.4,40,33773390
19/057,2019-05-23,Thursday,11,13,14,17,33,43,27,,4,2,5,1,0,4,0,1,1,1,29224510,3.5,654570,117.5,51990,297.5,9600,5528.7,640,7548.6,320,98337,40,54680195
19/056,2019-05-21,Tuesday,4,7,21,24,35,41,18,41,4,2,4,2,2,0,2,1,1,0,0,0.5,1171160,75,83280,164,9600,4084.5,640,5155.3,320,78513.5,40,48404885
19/055,2019-05-19,Sunday,1,2,9,16,30,41,35,1,4,2,3,3,3,1,1,0,1,0,0,3,683700,92,59450,148,9600,4452.9,640,3961.4,320,80551.5,40,44049784
19/054,2019-05-16,Thursday,1,4,7,23,37,38,34,37,4,2,4,2,3,0,1,2,0,0,0,2,748490,123.5,32320,165.5,9600,4638.9,640,4232.7,320,74802,40,36798568
19/053,2019-05-14,Tuesday,10,12,14,30,37,41,5,,3,3,2,4,1,2,1,1,1,1,72889260,9,635210,193,78990,471,9600,9663.7,640,14525.9,320,181516.3,40,119440093
19/052,2019-05-09,Thursday,3,4,5,24,29,32,2,,4,2,3,3,3,0,2,1,0,0,0,3.5,911520,138,61640,510.9,9600,7705.4,640,15768.4,320,139392,40,81166924
19/051,2019-05-07,Tuesday,6,12,35,39,42,44,22,"6,35",2,4,2,4,1,1,0,2,2,0,0,1.5,2489190,78.5,126830,253,9600,4550.7,640,8045.7,320,92997.2,40,72202961
19/050,2019-05-04,Saturday,6,13,19,20,24,35,43,"6,19",5,1,3,3,1,3,1,1,0,0,0,0,0,69.5,107020,186,9600,4882,640,5196.7,320,88574.5,40,56573717
19/049,2019-05-02,Thursday,1,6,19,23,45,47,49,"1,45",4,2,5,1,2,1,1,0,2,0,0,5,473000,68.5,92060,248.5,9600,4017,640,7372.5,320,79589.5,40,51528504
19/048,2019-04-30,Tuesday,1,29,32,43,45,49,5,32,1,5,5,1,1,0,1,1,3,0,0,2.5,931580,59,105260,177.5,9600,4353,640,5628.5,320,80668.1,40,49221733
19/047,2019-04-27,Saturday,2,8,14,21,32,35,4,21,4,2,2,4,2,1,1,2,0,0,0,0,0,41.5,110980,146.8,9600,2879,640,4550.6,320,56352,40,36325619
19/046,2019-04-25,Thursday,11,13,18,21,28,34,19,28,4,2,3,3,0,3,2,1,0,1.5,50106390,6.5,979980,262,64830,667,9600,13334.9,640,18604.8,320,241892,40,143023921
19/045,2019-04-20,Saturday,28,30,32,37,39,47,23,"30,32",0,6,3,3,0,0,2,3,1,0.5,56049805,7.5,1382780,283,97720,846,9600,15257.7,640,23845.2,320,291002.8,40,209508461
19/044,2019-04-16,Tuesday,11,20,30,32,33,43,34,,2,4,3,3,0,2,1,2,1,0,0,6,1165930,220,84790,659.5,9600,13852.7,640,19779.1,320,248635.2,40,153188091
19/043,2019-04-13,Saturday,3,15,22,35,40,49,39,,3,3,4,2,1,1,1,2,1,0,0,0,0,75.5,88150,280.5,9600,4173.1,640,7483.3,320,81117,40,54237186
19/042,2019-04-11,Thursday,6,18,32,38,41,45,33,32,2,4,2,4,1,1,0,2,2,0,0,3.5,723070,60.5,111540,203.9,9600,3979,640,6132.5,320,71949.7,40,51638562
19/041,2019-04-09,Tuesday,3,14,17,23,32,43,36,,4,2,4,2,1,2,1,1,1,0,0,2.5,875720,125.5,46510,248,9600,5038.2,640,5741,320,85146.6,40,49790907
19/040,2019-04-06,Saturday,8,21,34,37,41,45,49,34,2,4,4,2,1,0,1,2,2,0,0,0.5,1036595,48.5,113990,116.5,9600,2495.4,640,3621,320,49436.9,40,38962780
19/039,2019-04-04,Thursday,29,34,38,42,44,47,36,,0,6,2,4,0,0,1,2,3,0,0,1,1855930,40.5,122200,132,9600,2270,640,3693.9,320,45870.2,40,35802711
19/038,2019-04-02,Tuesday,6,10,15,21,24,28,49,15,5,1,2,4,2,1,3,0,0,2,18427630,1,2278240,142.5,53290,232,9600,6290.2,640,6516,320,108683.9,40,62126741
19/037,2019-03-30,Saturday,15,17,18,37,39,49,31,17,3,3,5,1,0,3,0,2,1,0,0,1,2414840,75,85860,182,9600,3551.4,640,4426.4,320,68127.2,40,47875528
19/036,2019-03-28,Thursday,3,5,17,23,41,44,40,3,4,2,5,1,2,1,1,0,2,0,0,3,792220,63,100600,137.5,9600,3446,640,4301.4,320,70721.1,40,46559924
19/035,2019-03-26,Tuesday,2,3,10,21,31,35,11,10,4,2,4,2,3,0,1,2,0,0.5,13367710,6.5,345010,76,78680,351.7,9600,4520.4,640,9468,320,86126.8,40,54025291
19/034,2019-03-23,Saturday,10,11,15,39,46,49,21,,3,3,4,2,1,2,0,1,2,0,0,2,1067810,47,121170,183.5,9600,3242.7,640,5726.5,320,66681.9,40,44411661
19/033,2019-03-21,Thursday,7,12,22,32,37,45,47,,3,3,3,3,1,1,1,2,1,0,0,2,953700,95.5,53260,172.5,9600,3978.5,640,4941.5,320,73156.2,40,42006379
19/032,2019-03-19,Tuesday,4,18,23,38,40,46,15,23,3,3,1,5,1,1,1,2,1,0.5,7878470,2,1176430,57,110070,151.5,9600,3352.4,640,4207.4,320,64732.9,40,45875409
19/031,2019-03-16,Saturday,5,9,12,23,31,43,29,43,4,2,5,1,2,1,1,1,1,0,0,0.5,698350,107.5,34640,173,9600,4038.5,640,5235.3,320,67027.3,40,34878023
19/030,2019-03-14,Thursday,4,10,25,28,40,43,39,,2,4,2,4,2,0,2,1,1,1,23215520,8,305240,88,73990,158.5,9600,3710.7,640,4536.3,320,74193.4,40,48529402
19/029,2019-03-12,Tuesday,6,21,27,33,38,47,46,,2,4,4,2,1,0,2,2,1,0,0,1,2197350,84,69750,167.5,9600,4398.5,640,4441,320,78946.9,40,46481276
19/028,2019-03-09,Saturday,13,32,34,35,41,46,30,,1,5,3,3,0,1,0,3,2,0,0,2.5,706320,72,65400,136,9600,3291.7,640,4187.4,320,52354,40,36634886
19/027,2019-03-07,Thursday,8,15,17,23,39,44,40,,4,2,4,2,1,2,1,1,1,0.5,4000000,2,937540,52,96150,92,9600,2736.7,640,3115.7,320,54554.8,40,36205355
19/026,2019-03-05,Tuesday,10,16,28,32,34,49,45,,2,4,1,5,1,1,1,2,1,1,14621280,1,2207090,61.5,95700,134.5,9600,3233.3,640,4274.5,320,64018.7,40,43441300
19/025,2019-03-03,Sunday,21,24,26,35,44,47,8,24,2,4,3,3,0,0,3,1,2,0,0,2,1009090,42,128130,156.5,9600,2480,640,4097.6,320,48721.4,40,39138745
19/024,2019-02-28,Thursday,22,24,25,30,32,43,11,,2,4,2,4,0,0,4,1,1,1,22009110,2.5,978920,96,67980,182,9600,4328.9,640,6038.1,320,76690.1,40,50826751
19/023,2019-02-26,Tuesday,9,12,13,19,21,46,15,"13,21",5,1,4,2,1,3,1,0,1,0,0,2,1111200,66.5,89110,168,9600,4341.2,640,5502.9,320,86124.3,40,47922981
19/022,2019-02-23,Saturday,13,14,15,21,33,49,1,49,4,2,5,1,0,3,1,1,1,0,0,2,921500,52,94510,172,9600,2493,640,4740.4,320,51593.7,40,37646852
19/021,2019-02-21,Thursday,16,29,36,39,42,49,34,16,1,5,3,3,0,1,1,2,2,1,8000000,0,0,68,76340,133,9600,3150,640,3964.5,320,57968.3,40,39151016
19/020,2019-02-19,Tuesday,2,5,8,13,16,33,41,8,5,1,3,3,3,2,0,1,0,2,9456870,2,992510,244,21690,263,9600,8435.3,640,5852.9,320,124304.5,40,54279391
19/019,2019-02-16,Saturday,3,7,8,17,19,23,12,8,6,0,5,1,3,2,1,0,0,0,0,8,165680,175.5,20140,633.2,9600,7452,640,12472.6,320,110653,40,44956024
19/018,2019-02-14,Thursday,5,8,16,20,43,46,11,,4,2,2,4,2,2,0,0,2,0,0,0.5,982190,55.5,94380,174,9600,3234,640,4922.9,320,64379,40,41262549
19/017,2019-02-12,Tuesday,9,17,26,31,32,40,27,,2,4,3,3,1,1,1,3,0,1,8000000,3,712930,76,75040,179.5,9600,3357.5,640,4904.4,320,62975.6,40,43758050
19/016,2019-02-09,Saturday,1,19,29,34,39,49,43,"19,29",2,4,5,1,1,1,1,2,1,6,16661140,19.5,426780,2470,19200,1437,9600,43397,640,30893.2,320,481568.8,40,295210446
19/015,2019-02-06,Wednesday,2,4,11,15,19,29,1,19,5,1,4,2,2,3,1,0,0,0,0,5,238450,116.5,27290,430.2,9600,4764.3,640,10338.3,320,75011.5,40,40438840
19/014,2019-02-03,Sunday,5,6,13,19,34,35,39,,4,2,4,2,2,2,0,2,0,1,57113160,2,2259450,157.9,76310,342,9600,9286.7,640,10279.7,320,165382.6,40,96735350
19/013,2019-01-31,Thursday,18,22,26,31,33,41,27,,2,4,3,3,0,1,2,2,1,0,0,6.5,491550,127,67080,316.5,9600,6825,640,8134.2,320,120932.9,40,70840561
19/012,2019-01-29,Tuesday,3,10,14,24,32,45,29,"14,45",4,2,2,4,2,1,1,1,1,0,0,3,1059880,82,103400,189.5,9600,4487.9,640,6163.5,320,89523.7,40,62109172
19/011,2019-01-26,Saturday,14,27,29,41,45,46,21,"41,46",1,5,4,2,0,1,2,0,3,0,0,4.5,564250,45,150460,142,9600,2944,640,4370.2,320,57281,40,47294425
19/010,2019-01-24,Thursday,11,18,33,41,43,46,36,33,2,4,4,2,0,2,0,1,3,0,0,1,2293390,42.5,143890,137.5,9600,2916.5,640,4525.5,320,61296,40,44236976
19/009,2019-01-22,Tuesday,3,19,25,30,33,48,44,,2,4,4,2,1,1,2,1,1,0,0,0,0,50,103170,128.5,9600,3242,640,3608.5,320,65297.7,40,39346968
19/008,2019-01-19,Saturday,13,24,31,34,44,47,8,,2,4,3,3,0,1,1,2,2,2,11627890,3,765870,114.5,53510,214,9600,4040.5,640,5708.8,320,69701.6,40,48310598
19/007,2019-01-17,Thursday,16,18,28,35,36,41,37,16,2,4,2,4,0,2,1,2,1,0,0,3.5,624610,75.5,77210,174.5,9600,3627,640,4659.4,320,65190.4,40,44649754
19/006,2019-01-15,Tuesday,10,16,17,33,44,48,7,"10,48",3,3,2,4,1,2,0,1,2,0,0,0,0,49,98190,150,9600,2569,640,4331.7,320,49354.5,40,36414274
19/005,2019-01-13,Sunday,10,18,35,37,48,49,27,,2,4,3,3,1,1,0,2,2,1,16750570,3.5,656920,62,98890,200.5,9600,3760,640,5244.4,320,72156.8,40,47666641
19/004,2019-01-10,Thursday,6,7,28,31,36,43,23,,2,4,3,3,2,0,1,2,1,0.5,9852830,3,745290,74,80570,214.4,9600,4297,640,5965.6,320,81804,40,48832550
19/003,2019-01-08,Tuesday,4,5,12,23,30,40,10,"12,23",4,2,2,4,2,1,2,1,0,0,0,4.5,370220,87.5,50770,371.5,9600,4683.3,640,9811.2,320,80449.2,40,46530412
19/002,2019-01-05,Saturday,12,13,16,19,23,45,2,"23,45",5,1,4,2,0,4,1,0,1,0,0,1,1570090,41.5,100880,196.5,9600,2943.1,640,4666.1,320,54330.6,40,35071980
19/001,2019-01-03,Thursday,8,23,25,30,32,45,24,,2,4,3,3,1,0,3,1,1,1.5,56073510,10.5,765400,311,68910,750,9600,16038.5,640,22276.2,320,295264.1,40,176446163
18/149,2018-12-30,Sunday,6,7,13,33,35,46,43,35,3,3,4,2,2,1,0,2,1,0,0,3,892540,80,89250,241.5,9600,5047.1,640,6287.5,320,96070.2,40,57443763
18/148,2018-12-27,Thursday,1,4,17,22,23,35,37,,5,1,4,2,2,1,2,1,0,0,0,0,0,80.5,72990,170,9600,4489.8,640,4749.5,320,81979.4,40,47126979
18/147,2018-12-25,Tuesday,2,14,16,32,41,47,23,,3,3,2,4,1,2,0,1,2,0,0,0,0,59.5,94400,212.5,9600,3167.6,640,4881.6,320,57466.5,40,43260043
18/146,2018-12-22,Saturday,7,20,33,46,48,49,4,7,2,4,3,3,1,1,0,1,3,0,0,2,826620,50.5,87300,142,9600,3108.5,640,3887,320,56475.5,40,35124564
18/145,2018-12-20,Thursday,4,7,8,12,13,26,42,13,5,1,2,4,3,2,1,0,0,1,8000000,2,464330,193,19200,139.9,9600,7593.2,640,4355.8,320,96243,40,36297083
18/144,2018-12-18,Tuesday,1,10,11,13,30,33,45,"10,30,33",4,2,4,2,2,2,1,1,0,2,13029820,0.5,847225,186,30360,233.5,9600,7995.3,640,5823.2,320,116725.3,40,54459223
18/143,2018-12-15,Saturday,5,10,30,33,36,37,22,33,2,4,3,3,2,0,1,3,0,0,0,0.5,1013225,49.5,109160,182,9600,3484.7,640,5711.3,320,67035.3,40,43207848
18/142,2018-12-13,Thursday,1,15,21,23,24,33,39,33,5,1,5,1,1,1,3,1,0,0,0,3.5,522700,86.5,56400,151.5,9600,4868.9,640,4075.5,320,75938.6,40,41324095
18/141,2018-12-11,Tuesday,7,8,10,20,33,42,22,20,4,2,2,4,3,1,0,1,1,0.5,6700815,2,746180,84.5,47090,358.5,9600,5229.1,640,8691.8,320,88767.8,40,44543443
18/140,2018-12-08,Saturday,20,27,29,40,45,48,43,"20,40",1,5,3,3,0,1,2,1,2,0,0,0.5,924510,43.5,113350,82.5,9600,1805.5,640,2680,320,39840.5,40,33230965
18/139,2018-12-06,Thursday,8,20,32,40,44,46,34,"8,20",2,4,0,6,1,1,0,2,2,1,68983460,2,2247990,128.5,93300,413.5,9600,7175.5,640,11153.4,320,133184.1,40,93325843
18/138,2018-12-04,Tuesday,8,11,14,20,22,31,19,20,5,1,2,4,1,3,1,1,0,0,0,9.5,396630,150,66980,372.5,9600,8029.1,640,10793.3,320,152307.7,40,84935893
18/137,2018-12-01,Saturday,2,20,29,32,38,39,47,,2,4,2,4,1,1,1,3,0,0,0,1.5,1995980,95,84040,361,9600,4897.1,640,6318,320,95113.8,40,63629516
18/136,2018-11-29,Thursday,14,25,31,34,36,43,35,,1,5,3,3,0,1,1,3,1,0,0,2.5,1129210,86.5,87030,209,9600,4503.9,640,6518.9,320,83280.4,40,57384811
18/135,2018-11-27,Tuesday,7,8,15,27,29,38,39,8,3,3,4,2,2,1,2,1,0,0,0,4,495790,275.2,19210,260.5,9600,6688.6,640,6446,320,102779,40,50896557
18/134,2018-11-24,Saturday,3,8,13,25,30,34,32,,3,3,3,3,2,1,2,1,0,0,0,2.5,719920,98,48970,225.5,9600,4867.4,640,5389.3,320,85874.5,40,43749802
18/133,2018-11-22,Thursday,15,16,18,22,26,48,34,,4,2,1,5,0,3,2,0,1,0,0,0,0,60.5,81440,154.5,9600,3807.3,640,4663.9,320,70132.1,40,40287125
18/132,2018-11-20,Tuesday,4,12,14,17,29,35,38,"12,14",4,2,3,3,1,3,1,1,0,0,0,1,1873350,44.5,112260,121.5,9600,2920.3,640,3572.7,320,56869.4,40,37366055
18/131,2018-11-17,Saturday,5,9,12,14,42,43,45,,4,2,3,3,2,2,0,0,2,1,8000000,0.5,751220,51.5,77790,147,9600,3086.5,640,3868.7,320,59444.4,40,33350413
18/130,2018-11-15,Thursday,2,10,29,32,40,41,44,,2,4,2,4,2,0,1,2,1,2,11485480,1,2013190,48.5,138360,128.5,9600,3282.4,640,4127.2,320,66305.1,40,47672483
18/129,2018-11-13,Tuesday,8,22,30,34,35,37,29,,2,4,2,4,1,0,2,3,0,0,0,1,2029230,52,104060,159,9600,3272.4,640,4371.9,320,63393.5,40,41521595
18/128,2018-11-11,Sunday,6,24,26,36,44,49,8,24,2,4,1,5,1,0,2,1,2,0,0,0.5,830480,48,92270,111,9600,3110.9,640,5022.2,320,56144.9,40,35329061
18/127,2018-11-08,Thursday,9,16,22,24,40,47,17,"22,47",4,2,2,4,1,1,2,1,1,1,33142540,4,733610,65.5,119460,184,9600,3940.5,640,5475,320,78909.7,40,56841719
18/126,2018-11-06,Tuesday,1,8,22,23,46,47,12,,4,2,3,3,2,0,2,0,2,0,0,0,0,100.5,58080,245.5,9600,4755.7,640,7589.1,320,83048.3,40,50349422
18/125,2018-11-03,Saturday,4,19,24,38,39,44,46,,3,3,2,4,1,1,1,2,1,0,0,0,0,69.5,72730,130.5,9600,3313,640,4003,320,60623.1,40,38826786
18/124,2018-11-01,Thursday,9,13,15,16,20,32,12,,5,1,3,3,1,4,0,1,0,0,0,1,1586360,61,69340,143.2,9600,2821.5,640,4798.7,320,54816.1,40,34315573
18/123,2018-10-30,Tuesday,4,7,10,22,34,42,38,,4,2,1,5,3,0,1,1,1,1,77995180,4,1499590,314,50940,642,9600,14783.1,640,16659.6,320,259539.6,40,139409881
18/122,2018-10-27,Saturday,1,5,15,39,45,47,43,,3,3,6,0,2,1,0,1,2,0,0,0,0,50.5,99520,106,9600,3137.6,640,3662,320,57428.8,40,37596128
18/121,2018-10-25,Thursday,6,13,20,25,27,29,21,"6,20",3,3,4,2,1,2,3,0,0,0,0,1,1649920,62.5,70390,142.5,9600,2962,640,3748.2,320,52935.4,40,34570196
18/120,2018-10-23,Tuesday,6,17,20,34,36,44,15,,3,3,1,5,1,2,0,2,1,1,32435310,2,1454710,83,93470,208,9600,4794.6,640,6091.2,320,89905.9,40,59120983
18/119,2018-10-20,Saturday,10,13,22,25,40,42,5,,3,3,2,4,1,1,2,1,1,0,0,3,852890,82,83200,284,9600,4815.4,640,7728.2,320,89441.6,40,56673773
18/118,2018-10-16,Tuesday,7,11,19,32,45,46,37,,3,3,4,2,1,2,0,1,2,0,0,0,0,69,77590,129.5,9600,3264,640,3996.9,320,60782.7,40,40280013
18/117,2018-10-14,Sunday,8,14,21,24,34,43,1,,4,2,2,4,1,1,2,1,1,0,0,4,378230,84.5,47740,196.5,9600,3992.7,640,5505.4,320,61514.7,40,36569904
18/116,2018-10-11,Thursday,7,9,19,29,39,42,41,"7,9",3,3,5,1,2,1,1,1,1,3,10274390,4.5,363180,380.7,19200,276.5,9600,10775.4,640,5615,320,100304.9,40,56622185
18/115,2018-10-09,Tuesday,7,9,18,27,44,45,15,44,3,3,4,2,2,1,1,0,2,0,0,2.5,935340,226,27590,208,9600,6611.7,640,6016,320,96568.1,40,53975783
18/114,2018-10-06,Saturday,2,10,35,39,44,49,8,35,2,4,3,3,2,0,0,2,2,0,0,1,2309630,47.5,129660,149,9600,2659.7,640,4738.2,320,55104.2,40,44024832
18/113,2018-10-04,Thursday,13,19,34,35,45,46,27,13,2,4,4,2,0,2,0,2,2,0,0,0,0,102,52130,115,9600,3299,640,3606.1,320,50780.5,40,38905297
18/112,2018-10-02,Tuesday,13,18,23,28,33,49,19,,3,3,4,2,0,2,2,1,1,0.5,4000000,2.5,542950,195.9,19200,183.4,9600,5436.8,640,4691.6,320,73711,40,36647793
18/111,2018-09-29,Saturday,9,31,34,35,37,38,16,,1,5,4,2,1,0,0,5,0,1,29648760,1,2425630,150,43120,201,9600,5329.8,640,5806,320,84238.2,40,52478385
18/110,2018-09-27,Thursday,14,17,30,46,48,49,36,"14,48",2,4,2,4,0,2,1,0,3,0,0,1,2438550,53.5,121540,178,9600,3525.5,640,5047.5,320,67629.1,40,48426612
18/109,2018-09-25,Tuesday,5,14,20,22,24,48,4,,5,1,1,5,1,2,2,0,1,0,0,0,0,44,106910,238.5,9600,3085.2,640,5979.4,320,57508.4,40,39632034
18/108,2018-09-23,Sunday,2,13,21,23,32,40,30,40,4,2,3,3,1,1,2,2,0,0,0,1.5,1198130,52.5,91280,150.5,9600,3021.2,640,4259.3,320,54639.5,40,37209774
18/107,2018-09-20,Thursday,5,6,17,26,40,41,46,,3,3,3,3,2,1,1,1,1,2,41457630,6,1273070,251.5,80990,485.5,9600,12249.5,640,15018,320,230221.6,40,152730121
18/106,2018-09-18,Tuesday,9,11,18,23,32,48,26,"11,48",4,2,3,3,1,2,1,1,1,0.5,9544460,2,904080,103,46810,225.5,9600,5206.7,640,6032.5,320,87581.9,40,44773126
18/105,2018-09-15,Saturday,4,6,11,33,37,48,41,48,3,3,3,3,2,1,0,2,1,0,0,1,1888120,64.5,78060,122,9600,3248.7,640,3312.5,320,66795.2,40,38545605
18/104,2018-09-13,Thursday,14,20,22,39,41,48,35,,3,3,2,4,0,2,1,1,2,0,0,1,1958130,47,111100,107.5,9600,2247.5,640,3184.7,320,44383,40,36315128
18/103,2018-09-11,Tuesday,31,36,38,45,47,49,37,,0,6,4,2,0,0,0,3,3,1.5,41665410,8.5,498470,206.5,54710,583,9600,7966,640,13571.4,320,139606.2,40,95671770
18/102,2018-09-08,Saturday,7,9,12,18,41,46,33,,4,2,3,3,2,2,0,0,2,0,0,2,1574870,107,78490,259.5,9600,6520.5,640,8303.2,320,129641.3,40,69596473
18/101,2018-09-06,Thursday,17,26,30,33,38,49,47,33,1,5,3,3,0,1,2,2,1,0,0,3,968550,69,112290,267,9600,5294,640,7073,320,98937.1,40,61961408
18/100,2018-09-04,Tuesday,4,5,33,36,44,47,13,,2,4,3,3,2,0,0,2,2,0,0,4,701220,70,106850,219.5,9600,4351.3,640,6314.8,320,88143.7,40,57383519
18/099,2018-09-01,Saturday,10,13,20,26,35,45,37,,3,3,3,3,1,2,1,1,1,0,0,2,1126340,74,81170,154.5,9600,3721.3,640,4163.2,320,67359,40,45175138
18/098,2018-08-30,Thursday,4,15,21,23,44,46,13,46,4,2,3,3,1,1,2,0,2,0,0,0,0,51.5,109350,127.5,9600,2533,640,3615.4,320,52196.6,40,39930583
18/097,2018-08-28,Tuesday,9,18,26,30,36,46,2,,2,4,1,5,1,1,2,1,1,0,0,5,303780,70.5,57450,215,9600,4021.4,640,5352.2,320,66536,40,37295219
18/096,2018-08-25,Saturday,3,4,19,28,31,48,27,,3,3,3,3,2,1,1,1,1,1,17372290,0,0,49.5,108840,168,9600,3722.4,640,5333.4,320,74805.6,40,43510767
18/095,2018-08-23,Thursday,12,14,22,30,38,44,34,,3,3,0,6,0,2,2,1,1,0.5,11310975,2.5,874620,101,57730,202.9,9600,4380.4,640,6232.3,320,77537.1,40,47899633
18/094,2018-08-21,Tuesday,3,10,18,28,40,47,4,47,3,3,2,4,2,1,1,1,1,0,0,0,0,64.5,83330,187.5,9600,3877.7,640,6038.7,320,76549.7,40,44522637
18/093,2018-08-18,Saturday,2,14,24,37,42,47,20,,3,3,2,4,1,1,1,1,2,0,0,1,1957200,41.5,125760,83.5,9600,2431,640,2830.4,320,47064.2,40,36081968
18/092,2018-08-16,Thursday,9,13,16,27,29,41,37,,3,3,5,1,1,2,2,0,1,1.5,9202840,1,1934750,97,53180,161,9600,4256.4,640,4452.7,320,76568.9,40,42465474
18/091,2018-08-14,Tuesday,32,37,38,42,43,49,24,"38,49",0,6,3,3,0,0,0,3,3,0,0,2,1011740,85.5,63110,100.5,9600,2861.5,640,3520.5,320,51361,40,38520803
18/090,2018-08-11,Saturday,1,11,25,38,47,49,37,11,2,4,5,1,1,1,1,1,2,1.5,51333300,6,737250,251,46990,611,9600,11103,640,13878,320,188676.1,40,106234298
18/089,2018-08-09,Thursday,8,10,11,20,21,34,13,21,5,1,2,4,2,2,1,1,0,0,0,3,1233410,188,52480,409,9600,10063.8,640,11697.6,320,167488,40,88736859
18/088,2018-08-07,Tuesday,4,21,25,39,46,47,12,4,2,4,4,2,1,0,2,1,2,0,0,2,1982660,86.5,122240,248.5,9600,5776.5,640,7916.4,320,105030.8,40,77531707
18/087,2018-08-04,Saturday,4,15,23,34,37,48,30,34,3,3,3,3,1,1,1,2,1,0,0,0,0,82,97070,152.5,9600,4498,640,5141.9,320,84766.9,40,57867403
18/086,2018-08-02,Thursday,3,5,11,34,35,45,28,,3,3,5,1,2,1,0,2,1,0,0,0.5,1136715,116,52260,253,9600,5140.7,640,7372.4,320,89134.1,40,52404823
18/085,2018-07-31,Tuesday,24,27,36,43,44,46,30,43,1,5,2,4,0,0,2,1,3,0,0,1,2645330,61.5,114700,157.5,9600,3353,640,4081,320,63819.7,40,49808124
18/084,2018-07-28,Saturday,5,7,11,26,30,43,17,,3,3,4,2,2,1,2,0,1,0.5,12898760,2,987460,106,49680,234.5,9600,5596.7,640,7198.1,320,98157,40,49131719
18/083,2018-07-26,Thursday,22,32,37,44,46,49,38,"32,37",1,5,2,4,0,0,1,2,3,0,0,0,0,48,129730,136,9600,2695.5,640,4340.5,320,53756.6,40,43847504
18/082,2018-07-24,Tuesday,2,16,17,27,32,37,12,37,3,3,3,3,1,2,1,2,0,0.5,10531925,6,368360,96,61390,276.9,9600,4537.4,640,6433.1,320,76267.2,40,49746773
18/081,2018-07-21,Saturday,13,14,15,37,38,44,40,,3,3,3,3,0,3,0,2,1,0,0,1,1596690,178,23920,193.5,9600,7461.4,640,3732.8,320,67678.2,40,41170279
18/080,2018-07-19,Thursday,12,16,23,25,40,42,20,,3,3,2,4,0,2,2,1,1,0,0,0,0,53.5,81900,138.5,9600,2881.2,640,3939.9,320,53555.9,40,34471808
18/079,2018-07-17,Tuesday,6,10,32,36,41,48,47,36,2,4,1,5,2,0,0,2,2,1,82939250,4.5,1699200,236.5,86210,539.5,9600,11559.2,640,15976,320,223700.8,40,153065101
